college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
university-of-phoenix-arizona_AZ_33.411_-112.013,University of Phoenix-Arizona,33.41128,-112.012761,AZ,Online / For-Profit,Private For-profit,,"76,996","$9,552.00",www.phoenix.edu
university-of-phoenix-california_CA_34.066_-117.584,University of Phoenix-California,34.065748,-117.58377,CA,Online / For-Profit,Private For-profit,,155,,www.phoenix.edu
university-of-phoenix-nevada_NV_36.122_-115.323,University of Phoenix-Nevada,36.12164,-115.322506,NV,Online / For-Profit,Private For-profit,,,,www.phoenix.edu
university-of-phoenix-texas_TX_32.918_-96.769,University of Phoenix-Texas,32.917551,-96.768673,TX,Online / For-Profit,Private For-profit,,20,,www.phoenix.edu
minerva-university_CA_37.783_-122.408,Minerva University,37.782711,-122.408039,CA,Elite Private Universities,Private Nonprofit,3.5%,603,"$18,700.00",minerva.edu
university-of-west-los-angeles_CA_33.947_-118.370,University of West Los Angeles,33.947341,-118.36957,CA,Online / For-Profit,Private For-profit,,6,,www.uwla.edu
rabbinical-college-ohr-yisroel_NY_40.630_-73.897,Rabbinical College Ohr Yisroel,40.629707,-73.896524,NY,Private Liberal Arts Colleges,Private Nonprofit,,116,"$9,000.00",www.rabbinicalcollegeohryisroel.com
university-of-north-texas-at-dallas_TX_32.660_-96.803,University of North Texas at Dallas,32.659588,-96.803446,TX,Public Regional Universities,Public,93.9%,"2,914","$9,590.00",untdallas.edu
bridgevalley-community-technical-college_WV_38.354_-81.698,BridgeValley Community & Technical College,38.353846,-81.6983,WV,Community Colleges,Public,,"1,734","$5,282.00",www.bridgevalley.edu
georgia-military-college_GA_33.079_-83.224,Georgia Military College,33.07944,-83.224211,GA,Community Colleges,Public,,"3,936","$8,112.00",www.gmc.edu
west-coast-university-miami_FL_25.811_-80.348,West Coast University-Miami,25.81071,-80.347651,FL,Online / For-Profit,Private For-profit,,900,"$23,691.00",westcoastuniversity.edu
high-tech-high-graduate-school-of-education_CA_32.732_-117.218,High Tech High Graduate School of Education,32.732001,-117.217661,CA,STEM / Technology Institutes,Private Nonprofit,,,,hthgse.edu
lionel-university_CA_34.388_-119.486,Lionel University,34.38768,-119.486417,CA,Online / For-Profit,Private For-profit,,480,"$15,288.00",lionel.edu
california-intercontinental-university_SD_43.548_-96.724,California Intercontinental University,43.547576,-96.723619,SD,Online / For-Profit,Private For-profit,,141,"$9,054.00",www.caluniversity.edu
american-college-of-the-building-arts_SC_32.805_-79.947,American College of the Building Arts,32.805094,-79.946888,SC,Business / Arts / Specialty Schools,Private Nonprofit,62.1%,140,"$20,572.00",acba.edu
atlantis-university_FL_25.786_-80.211,Atlantis University,25.786495,-80.211287,FL,Online / For-Profit,Private For-profit,,313,"$12,720.00",atlantisuniversity.edu
bet-medrash-gadol-ateret-torah_NY_40.608_-73.970,Bet Medrash Gadol Ateret Torah,40.607809,-73.969945,NY,Public Regional Universities,Private Nonprofit,65.3%,108,"$10,700.00",betmedrashgadolaterettorah.com
yeshiva-ohr-yisrael_NY_40.614_-73.944,Yeshiva Ohr Yisrael,40.61359,-73.944041,NY,Public Regional Universities,Private Nonprofit,100.0%,17,"$9,400.00",www.yoy.edu
yeshiva-sholom-shachna_NY_40.627_-73.973,Yeshiva Sholom Shachna,40.6275,-73.973431,NY,Public Regional Universities,Private Nonprofit,87.0%,118,"$10,750.00",yeshivasholomshachna.com
bethlehem-college-seminary_MN_44.969_-93.255,Bethlehem College & Seminary,44.968872,-93.255399,MN,Faith-Based,Private Nonprofit,,92,"$7,144.00",bcsmn.edu
elmezzi-graduate-school-of-molecular-medicine_NY_40.776_-73.702,Elmezzi Graduate School of Molecular Medicine,40.775582,-73.702257,NY,Health & Medical Colleges,Private Nonprofit,,,,www.northwell.edu/education-and-resources/elmezzi-graduate-school-of-molecular-medicine
theatre-of-arts_CA_34.101_-118.338,Theatre of Arts,34.101265,-118.337582,CA,Online / For-Profit,Private For-profit,,37,"$21,940.00",www.toa.edu
beth-medrash-meor-yitzchok_NY_41.101_-74.061,Beth Medrash Meor Yitzchok,41.100906,-74.060843,NY,Community Colleges,Private Nonprofit,52.1%,222,"$12,600.00",bethmedrashmeoryitzchok.com
san-ignacio-university_FL_25.811_-80.368,San Ignacio University,25.81067,-80.367975,FL,Online / For-Profit,Private For-profit,,75,"$10,405.00",www.sanignaciouniversity.edu
valor-christian-college_OH_39.892_-82.830,Valor Christian College,39.891571,-82.829696,OH,Faith-Based,Private Nonprofit,,352,"$9,892.00",www.valorcollege.edu
bethany-global-university_MN_44.796_-93.372,Bethany Global University,44.795501,-93.371754,MN,Elite Private Universities,Private Nonprofit,93.9%,162,"$20,700.00",bethanygu.edu
united-international-college_FL_25.980_-80.283,United International College,25.97989,-80.283123,FL,Online / For-Profit,Private For-profit,,175,"$10,320.00",www.uinternational.edu
presidio-graduate-school_CA_37.787_-122.401,Presidio Graduate School,37.786891,-122.400814,CA,Public Regional Universities,Private Nonprofit,,,,www.presidio.edu
california-jazz-conservatory_CA_37.871_-122.269,California Jazz Conservatory,37.871235,-122.268878,CA,Business / Arts / Specialty Schools,Private Nonprofit,100.0%,20,"$23,700.00",www.cjc.edu
kennesaw-state-university_GA_34.039_-84.583,Kennesaw State University,34.038807,-84.583052,GA,Public Regional Universities,Public,69.2%,"39,503","$5,786.00",www.kennesaw.edu
milligan-university_TN_36.300_-82.294,Milligan University,36.300147,-82.29407,TN,Elite Private Universities,Private Nonprofit,70.3%,783,"$39,350.00",www.milligan.edu
chamberlain-university-nevada_NV_36.185_-115.314,Chamberlain University-Nevada,36.185176,-115.313525,NV,Online / For-Profit,Private For-profit,75.0%,573,"$20,462.00",www.chamberlain.edu
chamberlain-university-michigan_MI_42.557_-83.151,Chamberlain University-Michigan,42.557063,-83.150571,MI,Online / For-Profit,Private For-profit,88.9%,643,"$19,686.00",www.chamberlain.edu
chamberlain-university-new-jersey_NJ_40.466_-74.439,Chamberlain University-New Jersey,40.465934,-74.438877,NJ,Online / For-Profit,Private For-profit,90.0%,"1,316","$20,462.00",www.chamberlain.edu
the-university-of-tennessee-health-science-center_TN_35.139_-90.033,The University of Tennessee Health Science Center,35.138847,-90.033196,TN,Public Regional Universities,Public,,376,,www.uthsc.edu
emory-university-oxford-college_GA_33.619_-83.871,Emory University-Oxford College,33.6191,-83.871141,GA,Community Colleges,Private Nonprofit,17.2%,973,"$60,774.00",www.oxford.emory.edu
the-chicago-school-at-xavier-university-of-louisiana_LA_29.964_-90.107,The Chicago School at Xavier University of Louisiana,29.964162,-90.107307,LA,Elite Private Universities,Private Nonprofit,,,,www.thechicagoschool.edu/in-the-community/locations
jones-technical-institute_FL_30.208_-81.561,Jones Technical Institute,30.20813,-81.561491,FL,Community Colleges,Private Nonprofit,,522,"$15,978.00",www.jtech.org
texas-state-technical-college_TX_31.639_-97.085,Texas State Technical College,31.639295,-97.08471,TX,Community Colleges,Public,,"9,153","$7,192.00",www.tstc.edu
arizona-college-of-nursing-las-vegas_NV_36.067_-115.274,Arizona College of Nursing-Las Vegas,36.067353,-115.274149,NV,Online / For-Profit,Private For-profit,100.0%,"1,185","$22,426.00",www.arizonacollege.edu
husson-university_ME_44.829_-68.791,Husson University,44.829002,-68.791476,ME,Elite Private Universities,Private Nonprofit,86.4%,"2,395","$22,194.00",www.husson.edu
universal-technical-institute-southern-california_CA_33.826_-118.145,Universal Technical Institute-Southern California,33.826017,-118.145393,CA,Online / For-Profit,Private For-profit,,"1,447",,www.uti.edu
northwest-university-center-for-online-and-extended-education_WA_47.658_-122.196,Northwest University-Center for Online and Extended Education,47.657502,-122.195774,WA,Online / For-Profit,Private Nonprofit,,477,"$14,652.00",www.northwestu.edu
california-institute-of-advanced-management_CA_34.082_-118.151,California Institute of Advanced Management,34.082467,-118.15055,CA,Business / Arts / Specialty Schools,Private Nonprofit,,,,www.ciam.edu
academy-of-interactive-entertainment_LA_30.220_-92.043,Academy of Interactive Entertainment,30.220037,-92.043315,LA,Community Colleges,Private Nonprofit,80.0%,113,"$24,600.00",lafayette.aie.edu
yeshiva-zichron-aryeh_NY_40.606_-73.764,Yeshiva Zichron Aryeh,40.606105,-73.764423,NY,Public Regional Universities,Private Nonprofit,60.0%,36,"$9,620.00",yeshivazichronaryeh.com
felbry-college_OH_40.096_-82.951,Felbry College,40.09578,-82.951066,OH,Online / For-Profit,Private For-profit,64.7%,214,"$27,504.00",felbrycollege.edu
alhambra-medical-university_CA_34.080_-118.149,Alhambra Medical University,34.080181,-118.148684,CA,Online / For-Profit,Private For-profit,,35,,www.amu.edu
central-yeshiva-beth-joseph_NY_40.615_-73.959,Central Yeshiva Beth Joseph,40.615411,-73.959386,NY,Public Regional Universities,Private Nonprofit,,22,,centralyeshivabethjoseph.com
abraham-lincoln-university_CA_34.146_-118.257,Abraham Lincoln University,34.146294,-118.256726,CA,Online / For-Profit,Private For-profit,,49,"$10,440.00",www.alu.edu
med-college_FL_25.898_-80.353,Med College,25.89821,-80.35256,FL,Online / For-Profit,Private For-profit,,297,"$22,330.00",www.medcollege.edu
elim-bible-institute-and-college_NY_42.910_-77.615,Elim Bible Institute and College,42.909692,-77.615151,NY,Faith-Based,Private Nonprofit,100.0%,94,"$10,480.00",elim.edu
beth-medrash-of-asbury-park_NJ_40.044_-74.211,Beth Medrash of Asbury Park,40.043705,-74.210816,NJ,Public Regional Universities,Private Nonprofit,42.3%,109,"$12,010.00",baismedrashzichronmeir.com
hope-college-of-arts-and-sciences_FL_26.226_-80.140,Hope College of Arts and Sciences,26.226156,-80.139671,FL,Online / For-Profit,Private For-profit,,71,,hcas.edu
yeshiva-gedolah-shaarei-shmuel_NJ_40.091_-74.198,Yeshiva Gedolah Shaarei Shmuel,40.091,-74.197596,NJ,Community Colleges,Private Nonprofit,53.0%,132,"$9,720.00",yeshivagedolahshaareishmuel.com
claremont-lincoln-university_CA_34.094_-117.716,Claremont Lincoln University,34.094273,-117.716117,CA,Elite Private Universities,Private Nonprofit,,17,,claremontlincoln.edu
seattle-film-institute_WA_47.649_-122.377,Seattle Film Institute,47.64894,-122.377121,WA,Online / For-Profit,Private For-profit,,60,"$33,000.00",www.sfi.edu/#fronttable
arkansas-colleges-of-health-education_AR_35.317_-94.319,Arkansas Colleges of Health Education,35.317421,-94.319084,AR,Private Liberal Arts Colleges,Private Nonprofit,,,,achehealth.edu
burrell-college-of-osteopathic-medicine_NM_32.278_-106.738,Burrell College of Osteopathic Medicine,32.278068,-106.737787,NM,Online / For-Profit,Private For-profit,,,,burrell.edu
california-health-sciences-university_CA_36.832_-119.702,California Health Sciences University,36.832466,-119.701977,CA,Online / For-Profit,Private For-profit,,,,chsu.edu
indiana-wesleyan-university-national-global_IN_40.511_-85.678,Indiana Wesleyan University-National & Global,40.510655,-85.677641,IN,Elite Private Universities,Private Nonprofit,,"5,808","$8,216.00",www.indwes.edu
northeast-lakeview-college_TX_29.546_-98.323,Northeast Lakeview College,29.545802,-98.323246,TX,Community Colleges,Public,,"5,689","$3,412.00",www.alamo.edu/nlc
john-patrick-university-of-health-and-applied-sciences_IN_41.673_-86.250,John Patrick University of Health and Applied Sciences,41.67338,-86.24973,IN,Online / For-Profit,Private For-profit,100.0%,289,"$19,520.00",jpu.edu
university-of-saint-katherine_CA_33.138_-117.161,University of Saint Katherine,33.138387,-117.160766,CA,Elite Private Universities,Private Nonprofit,46.2%,230,"$28,800.00",www.usk.edu
university-of-the-people_CA_34.146_-118.138,University of the People,34.146167,-118.138047,CA,Community Colleges,Private Nonprofit,,"19,276","$1,200.00",www.uopeople.edu
wongu-university-of-oriental-medicine_NV_36.033_-115.118,Wongu University of Oriental Medicine,36.03274,-115.117581,NV,Health & Medical Colleges,Private Nonprofit,,,,www.wongu.edu
clovis-community-college_CA_36.887_-119.731,Clovis Community College,36.88686,-119.731261,CA,Community Colleges,Public,,"6,759","$1,334.00",www.cloviscollege.edu
institute-of-buddhist-studies_CA_37.867_-122.266,Institute of Buddhist Studies,37.866732,-122.266105,CA,Public Regional Universities,Private Nonprofit,,,,www.shin-ibs.edu
chamberlain-university-north-carolina_NC_35.138_-80.932,Chamberlain University-North Carolina,35.13766,-80.931971,NC,Online / For-Profit,Private For-profit,66.7%,216,"$19,686.00",www.chamberlain.edu
chamberlain-university-california_CA_38.596_-121.278,Chamberlain University-California,38.596193,-121.278258,CA,Online / For-Profit,Private For-profit,60.0%,676,"$20,462.00",www.chamberlain.edu
west-coast-university-center-for-graduate-studies_CA_34.082_-118.291,West Coast University-Center for Graduate Studies,34.081505,-118.29131,CA,Online / For-Profit,Private For-profit,,,,westcoastuniversity.edu
carolina-university_NC_36.088_-80.250,Carolina University,36.087962,-80.250153,NC,Elite Private Universities,Private Nonprofit,34.0%,424,"$16,000.00",www.carolinau.edu
presbyterian-theological-seminary-in-america_CA_33.889_-118.047,Presbyterian Theological Seminary in America,33.88856,-118.047065,CA,Faith-Based,Private Nonprofit,,38,"$8,839.00",ch.ptsa.edu/en
america-evangelical-university_CA_33.883_-118.296,America Evangelical University,33.883102,-118.295931,CA,Faith-Based,Private Nonprofit,,71,"$6,200.00",www.aeu.edu
virginia-university-of-integrative-medicine_VA_38.910_-77.224,Virginia University of Integrative Medicine,38.91009,-77.22432,VA,Health & Medical Colleges,Private Nonprofit,,,,www.vuim.edu
westcliff-university_CA_33.686_-117.848,Westcliff University,33.685537,-117.847973,CA,Online / For-Profit,Private For-profit,45.1%,"2,037","$21,000.00",www.westcliff.edu
bolivar-technical-college_MO_37.624_-93.422,Bolivar Technical College,37.623766,-93.421572,MO,Community Colleges,Private Nonprofit,81.8%,144,"$27,125.00",www.bolivarcollege.edu
reformed-university_GA_33.972_-84.078,Reformed University,33.971966,-84.07814,GA,Elite Private Universities,Private Nonprofit,73.4%,287,"$5,360.00",runiv.edu
yeshiva-shaar-ephraim_NY_41.117_-74.061,Yeshiva Shaar Ephraim,41.116935,-74.060858,NY,Community Colleges,Private Nonprofit,,138,"$16,975.00",shaarephraim.org
yeshiva-bais-aharon_NJ_40.101_-74.203,Yeshiva Bais Aharon,40.101002,-74.203094,NJ,Public Regional Universities,Private Nonprofit,75.0%,13,"$10,350.00",www.yeshivabaisaharon.com
mechon-l-hoyroa_NY_41.117_-74.058,Mechon L'hoyroa,41.117029,-74.058177,NY,Public Regional Universities,Private Nonprofit,,124,"$11,800.00",www.mechonlhoyroa.com
elyon-college_NY_40.611_-73.981,Elyon College,40.611081,-73.980593,NY,Community Colleges,Private Nonprofit,,25,"$14,620.00",elyon.edu
western-michigan-university-homer-stryker-m-d-school-of-medicine_MI_42.290_-85.579,Western Michigan University Homer Stryker M.D. School of Medicine,42.289571,-85.57943,MI,Health & Medical Colleges,Private Nonprofit,,,,wmed.edu
yeshiva-ohr-naftoli_NY_41.457_-74.046,Yeshiva Ohr Naftoli,41.456984,-74.046291,NY,Community Colleges,Private Nonprofit,80.7%,43,"$10,550.00",www.yeshivaohrnaftoli.com
bais-medrash-mayan-hatorah_NJ_40.107_-74.204,Bais Medrash Mayan Hatorah,40.107414,-74.204332,NJ,Community Colleges,Private Nonprofit,66.7%,25,"$12,000.00",baismedrashmayanhatorah.com
purdue-university-northwest_IN_41.584_-87.474,Purdue University Northwest,41.584324,-87.474236,IN,Public Regional Universities,Public,70.6%,"5,786","$8,419.00",www.pnw.edu
ross-college-canton_OH_40.845_-81.429,Ross College-Canton,40.844938,-81.429021,OH,Online / For-Profit,Private For-profit,,344,,rosseducation.edu
platt-college-anaheim_CA_33.809_-117.878,Platt College-Anaheim,33.809417,-117.878211,CA,Online / For-Profit,Private For-profit,,405,"$14,804.00",www.plattcollege.edu
fortis-college-cutler-bay_FL_25.586_-80.364,Fortis College-Cutler Bay,25.585653,-80.363995,FL,Online / For-Profit,Private For-profit,,358,"$13,171.00",www.fortis.edu
yeshiva-kollel-tifereth-elizer_NY_40.637_-73.992,Yeshiva Kollel Tifereth Elizer,40.637096,-73.992171,NY,Public Regional Universities,Private Nonprofit,75.0%,373,"$12,300.00",www.yeshivakolleltiferethelizer.com
galen-college-of-nursing-arh_KY_37.286_-83.205,Galen College of Nursing-ARH,37.285896,-83.205298,KY,Online / For-Profit,Private For-profit,,424,"$15,860.00",www.galencollege.edu/nursing-programs/hazard
the-chicago-school-at-san-diego_CA_32.719_-117.167,The Chicago School at San Diego,32.718575,-117.167054,CA,Public Regional Universities,Private Nonprofit,100.0%,5,"$20,844.00",www.thechicagoschool.edu/in-the-community/locations
